pl_name,pl_orbper,pl_rade,pl_masse,st_mass,st_rad,st_teff
Kepler-603 b,21.05358596,2.35,,0.98,0.91,5960.0
Kepler-603 d,6.2171292,1.22,,0.98,0.91,5960.0
Kepler-1976 b,4.95931924,,,1.02,1.06,5734.0
Kepler-1515 b,214.3120439,,,1.31,1.54,6447.86
Kepler-603 c,127.905412,,,1.05,1.54,5825.0
Kepler-603 d,6.21716039,,,1.05,1.54,5825.0
TOI-2152 A b,3.37728354,15.306,,,1.73,6688.0
TOI-1811 b,3.7130701,11.722,,,0.81,4719.0
GJ 463 b,3448.0,,,0.49,0.49,3540.0
GJ 463 b,3448.0,,1144.18227,0.49,0.49,3540.0
GJ 463 b,3448.0,,1080.61658,0.49,0.49,3540.0
TOI-1811 b,3.7130765,11.142,308.92921,0.82,0.77,4766.0
TOI-2152 A b,3.3773512,14.359,899.45439,1.52,1.61,6630.0
TOI-2154 b,3.82408264,16.055,,,1.39,6243.0
TOI-1749 d,9.04470385,2.249,,,0.56,3959.0
HD 15906 c,21.583298,2.93,,0.79,0.76,4757.0
K2-295 b,4.0248883,9.56,,,0.67,
HD 74698 c,3449.0,,,1.04,1.33,5783.0
TOI-1452 b,11.06199374,1.618,,,0.28,3248.0
Kepler-1976 b,4.96,11.69,,,,
OGLE-2018-BLG-0799L b,,,82.63539,0.09,,
OGLE-2018-BLG-0799L b,,,120.77479,0.14,,
OGLE-2018-BLG-0799L b,,,117.59651,0.13,,
OGLE-2018-BLG-0799L b,,,120.77479,0.13,,
OGLE-2018-BLG-0799L b,,,533.95172,0.62,,
OGLE-2018-BLG-0799L b,,,514.88202,0.59,,
OGLE-2018-BLG-0799L b,,,524.41687,0.6,,
OGLE-2018-BLG-0799L b,,,66.74397,0.07,,
OGLE-2018-BLG-0799L b,,,85.81367,0.1,,
TOI-5153 b,20.9108406,11.355,,,1.38,6408.0
CoRoT-35 b,3.22748,18.831,349.61125,1.01,1.65,6390.0
WASP-59 b,7.919585,8.687,272.38031,0.72,0.61,4650.0
Kepler-107 e,14.749049,3.45,,,1.41,5851.0
TOI-4010 b,1.348335,3.02,11.0,0.88,0.83,4960.0
HATS-44 b,2.74390294,11.929,,,0.89,4860.0
TOI-2445 b,0.3711281,1.25,,0.25,0.27,3333.0
K2-104 b,1.974172,0.99,,,0.3,
WASP-59 b,7.91926045,11.529,,,0.76,4302.0
TOI-969 c,1700.0,,,0.73,0.67,4435.0
K2-55 b,2.849258,3.82,,0.7,0.63,4456.0
K2-29 b,3.2588315,,,0.94,0.86,5358.0
HD 160691 b,645.0,,1366.66215,1.13,1.33,5773.0
HD 160691 c,3947.0,,1398.44499,1.13,1.33,5773.0
Kepler-220 c,9.03419547,1.63,,0.73,0.69,4709.0
KMT-2021-BLG-1898L b,,,232.01474,0.48,,
HD 160691 d,9.6392,,,1.13,1.33,5773.0
TOI-2081 b,10.50543617,1.948,,,0.52,3742.0
GJ 9066 c,771.36,,,0.15,0.16,3154.0
TOI-4329 b,2.92246609,20.884,,,2.74,5520.0
TOI-2337 b,2.99432,10.088,508.52545,1.32,3.22,4780.0
TOI-2154 b,3.8240801,16.287,292.40213,1.23,1.4,6280.0
HD 160691 e,307.9,,2224.79885,1.13,1.33,5773.0
OGLE2-TR-L9 b,2.48553417,18.304,1398.452,1.43,1.5,6933.0
HATS-54 b,2.5441828,11.96,241.5508,1.1,1.32,5702.0
YZ Cet b,2.02087,,,0.14,0.16,3151.0
K2-8 c,5.06468,2.31,,,,
WASP-47 e,0.789597,1.829,22.0,1.04,1.15,5576.0
KMT-2021-BLG-1898L b,,,251.08444,0.48,,
HD 11755 b,433.70001,,,0.72,20.58,4312.0
EPIC 212624936 c,11.811437,2.3,,,0.93,5765.0
Kepler-55 c,42.1412664,27.87,,0.65,0.66,4505.0
HD 40307 c,9.6207,,,0.77,,4977.0
Kepler-55 e,4.61746693,1.51,,0.65,0.66,4505.0
Kepler-55 b,27.9541337,1.9,,0.71,0.65,4500.0
Kepler-1652 b,38.09665972,,,,,
Kepler-33 e,31.7849578,,,1.07,1.71,5904.0
Kepler-33 b,5.66815821,,,1.07,1.71,5904.0
Kepler-33 b,5.66802472,,,1.07,1.71,5904.0
Kepler-83 b,9.77042372,2.38,,,,4648.0
Kepler-225 b,6.73899074,1.17,,0.65,0.77,4166.0
Kepler-235 e,46.18428829,1.9,,0.64,0.64,4074.0
Kepler-114 b,5.18856137,1.04,,0.74,0.7,4662.41
Kepler-114 d,11.77614238,2.02,,0.74,0.7,4662.41
Kepler-353 b,5.79529807,1.0,,0.61,0.63,3915.0
Kepler-369 b,2.73277006,1.08,,0.56,0.57,3655.0
Kepler-327 c,5.21231974,1.16,,0.59,0.6,3864.0
Wolf 1061 b,4.8876,,,0.25,,3393.0
Kepler-40 b,6.8731697,16.141,686.5128,1.46,2.48,6510.0
Kepler-42 c,,0.885,,0.14,0.19,3241.0
Kepler-231 b,,2.202,,0.65,0.61,4078.0
Kepler-296 b,,2.15,,0.63,0.59,3821.0
Kepler-296 f,,2.08,,0.63,0.59,3821.0
HD 143105 b,2.1974,,,1.51,,6380.0
HIP 109600 b,232.08,,,0.87,,5530.0
HD 220842 b,218.47,,,1.13,,5960.0
HD 12484 b,58.83,,,1.01,,5920.0
Kepler-120 c,12.79397011,1.62,,0.59,0.57,4096.0
Kepler-114 c,8.04144001,1.36,,0.56,0.54,3983.0
Kepler-80 b,7.05347776,2.1,,0.59,0.57,4040.0
Kepler-83 b,9.77058983,2.34,,0.54,0.52,3893.0
Kepler-252 c,10.84846973,2.4,,0.61,0.59,4208.0
Kepler-225 c,18.79523087,1.74,,0.46,0.44,3682.0
Kepler-81 c,12.03956985,1.75,,0.54,0.52,3896.0
Kepler-55 d,2.21112285,1.64,,0.65,0.66,4505.0
Kepler-42 b,1.21377206,0.92,,0.14,0.16,3203.0
Kepler-283 b,11.00823021,3.44,,0.76,0.72,5189.0
Kepler-55 e,4.61749056,1.62,,0.71,0.65,4500.0
Kepler-55 d,2.21112285,1.64,,0.65,0.66,4505.0
Kepler-55 f,10.19849255,1.75,,0.71,0.65,4500.0
Kepler-55 f,10.19851808,1.6,,0.65,0.66,4505.0
Kepler-55 b,27.9481449,2.43,,0.62,0.58,4362.0
2MASS J02192210-3925225 b,,16.141,4417.837,0.11,0.28,3064.0
alf Tau b,628.96,,,1.13,45.1,4055.0
MOA-2011-BLG-262L b,,,,,,
MOA-2011-BLG-262L b,,,,,,
CoRoT-12 b,2.828042,16.14,291.438,1.08,1.12,5675.0
CoRoT-13 b,4.03519,9.92,423.03173,1.09,1.01,5945.0
WASP-16 b,3.1186,13.675,394.1092,1.78,1.14,5700.0
HATS-33 b,2.5495633,,,,,
Kepler-1096 b,2.89221751,1.24,,0.66,0.63,4306.0
HAT-P-19 b,4.008778,12.689,92.802,0.84,0.82,4990.0
WASP-63 b,4.378083,,,1.28,1.86,5550.0
HD 109833 c,13.900148,2.59,,1.08,1.0,5881.0
WASP-53 b,3.30984278,,,0.84,0.8,4953.0
WASP-16 b,3.118536,11.857,,,0.95,5700.0
Kepler-829 b,6.88337562,2.11,,0.98,0.97,5698.0
Kepler-55 c,42.1516418,2.21,,0.62,0.58,4362.0
Kepler-55 e,4.617534,1.55,,,0.62,4503.0
Kepler-254 d,18.74653971,2.65,,0.93,0.9,5611.0
Kepler-292 f,20.8342947,2.57,,0.85,0.81,5282.0
Kepler-888 b,70.6979061,1.76,,0.97,0.9,5875.0
Kepler-296 b,10.86443187,35.25,,0.38,0.37,3558.0
Kepler-1891 b,4.02230933,1.31,,0.88,0.82,5516.0
Kepler-1019 b,1.41122985,1.46,,0.7,0.67,4433.0
Kepler-332 b,7.62634063,1.21,,0.8,0.74,5008.0
Kepler-1811 b,76.4217472,2.87,,1.04,0.97,6091.0
Kepler-1920 b,30.25420641,2.81,,1.25,1.17,6299.0
Kepler-1856 b,1.30200005,1.734,,0.78,0.82,4948.0
Kepler-1691 b,3.848208,1.64,,1.14,1.08,6325.0
Kepler-487 b,15.3587684,11.31,,0.9,0.87,5700.0
Kepler-1831 b,5.78388573,2.32,,1.12,1.01,6063.0
Kepler-281 c,,7.747,,,1.29,5723.0
Kepler-1906 b,7.36272124,,,1.02,1.34,5723.0
Kepler-1825 b,1.02585798,1.57,,0.83,0.85,5123.0
Kepler-589 b,16.54964934,2.27,,0.88,0.83,5296.0
Kepler-595 b,,3.755,,,0.84,5108.0
Kepler-1665 b,11.95474513,5.15,,0.95,1.66,5059.0
K2-398 c,18.787839,5.098,,0.94,1.24,5946.0
EPIC 211822797 b,21.169861,1.98,,0.66,0.57,4148.21
EPIC 220674823 c,13.341245,2.53,,0.93,0.83,5590.0
K2-282 b,4.17032,3.19,,,1.01,
K2-333 b,14.759859,,,,1.19,6070.0
TRAPPIST-1 b,1.51094471,1.204,,,0.11,5780.0
K2-284 b,4.795069,2.78,,0.63,0.61,4140.0
K2-285 e,14.76289,1.95,10.7,0.83,0.79,4975.0
K2-350 c,19.9901,2.81,,,1.01,
GSC 06214-00210 b,,20.176,4767.45,0.69,0.9,4432.0
EPIC 201841433 b,4.1698,1.04,,0.8,0.63,5053.0
K2-57 b,9.007156,2.53,,,0.68,4388.0
K2-209 b,2.080615,0.869,,0.74,0.71,4720.0
K2-268 c,9.325429,2.14,,,0.71,
WASP-28 b,3.40883,13.597,288.26,1.02,1.09,6150.0
K2-395 c,8.491282,3.395,,0.95,0.78,5007.0
K2-24 b,20.88977,5.4,19.0,1.07,1.16,5625.0
K2-397 b,3.572326,2.417,,0.94,0.97,5387.0
EPIC 246851721 b,6.1802675,13.274,,,1.74,6513.0
K2-171 b,5.6315915,1.23,,,0.77,5032.0
K2-133 c,4.8682,1.48,,0.51,0.47,3655.0
EPIC 201841433 b,4.16959,1.1,,0.8,,
K2-188 c,7.80905,2.79,,,1.18,
EPIC 201595106 b,0.877183,1.406,,,0.93,5705.0
K2-266 d,14.6982,,,0.69,0.7,4285.0
WASP-47 e,0.789693,1.79,,,1.15,5565.0
K2-37 d,14.09292,2.58,,,0.79,
K2-68 b,8.0549321,2.01,,,0.72,4720.0
K2-350 c,19.991,,,1.04,0.98,5799.0
K2-268 c,9.326841,2.69,,0.84,0.78,5068.0
K2-220 b,13.682511,2.215,,0.96,0.93,5599.0
K2-193 b,14.786747,3.3,,,0.83,
K2-14 b,8.368791,7.49,,0.62,0.62,3970.42
Kepler-1795 b,13.36019864,,,,,
TOI-942 b,4.32419,4.81,826.358,0.79,1.02,4928.0
K2-180 b,8.865932,2.41,,0.73,0.68,5263.0
HATS-12 b,3.1428347,15.513,759.6137,,,
K2-6 b,30.944648,3.06,,,0.96,5710.0
Kepler-21 b,2.785755,1.635,10.4,1.34,1.86,6131.0
Kepler-107 d,7.958203,1.07,,,1.41,5851.0
Kepler-323 b,1.678,1.67,684.4,1.12,1.38,
Kepler-1876 b,6.992042,1.56,,1.23,2.07,6095.0
Kepler-107 b,,1.592,,,1.46,5866.0
Kepler-126 c,21.86967617,1.56,,1.19,1.36,6239.0
Kepler-107 b,3.17996241,,,1.04,1.5,5805.0
K2-9 b,18.448653,3.33,,,0.52,3765.0
Kepler-450 b,28.454899,5.1,,1.18,1.31,6418.0
Kepler-1967 b,7.28169012,0.73,,1.0,1.81,4970.0
Kepler-1693 b,12.10001,1.1,,0.94,0.84,5677.0
Kepler-1322 c,6.46008273,1.64,,0.88,0.8,5693.0
Kepler-1701 b,169.133455,1.99,,0.86,0.78,5380.0
Kepler-1936 b,126.557522,4.5,,1.42,1.85,6501.0
Kepler-394 c,12.13065293,1.81,,1.15,1.15,6426.0
Kepler-1809 b,3.7572916,1.17,,0.79,0.74,5003.0
eps Eri b,2690.0,,247.9074,0.78,,
Kepler-1806 b,9.033401,2.1,,0.84,0.74,5272.0
Kepler-598 b,3.70173,1.41,,0.85,0.9,5245.0
Kepler-1038 b,148.4603382,3.27,,0.83,0.76,5463.0
Kepler-385 c,15.163161,3.04,,,1.13,6326.0
Kepler-1807 b,10.86060047,2.704,,1.09,1.5,6455.0
Kepler-352 b,10.05537,0.86,,,0.78,5212.0
Kepler-1846 b,14.82022,3.02,,0.92,2.25,4852.0
Kepler-913 b,10.29667198,,,0.95,0.81,5440.0
Kepler-1038 b,148.4603382,3.27,,0.83,0.76,5463.0
KOI-1831 d,34.20578508,,,0.89,0.86,5214.0
Kepler-1073 b,8.67888113,,,1.03,0.99,5774.0
Kepler-352 b,10.05545337,0.89,,0.84,0.75,5238.0
Kepler-1885 b,2.52259057,,,0.91,0.98,5280.0
Kepler-394 d,5.61357653,1.41,,1.14,1.1,6398.0
Kepler-1049 b,3.27346074,0.95,,0.51,0.49,3864.0
Kepler-1040 b,201.1214,2.08,,0.98,0.96,5694.0
Kepler-288 b,6.09750607,1.57,,1.03,1.02,5837.0
Kepler-884 b,5.69919514,1.23,,1.0,0.94,5715.0
Kepler-312 c,19.74732846,2.6,,1.2,1.19,6223.0
Kepler-924 b,61.0370117,3.07,,1.14,1.23,6167.0
Kepler-1041 b,24.7576421,2.94,,1.06,1.08,5957.0
Kepler-1028 b,2.51462432,1.33,,0.9,0.87,5522.0
Kepler-966 b,99.747622,4.13,,1.02,1.02,5840.0
Kepler-1062 b,9.30412078,1.76,,0.75,0.7,4597.0
Kepler-262 c,21.8536791,2.06,,1.03,1.05,5886.0
Kepler-941 b,17.42395198,3.08,,0.89,0.86,5539.0
Kepler-362 c,37.8658982,1.91,,0.86,0.83,5528.0
Kepler-899 b,19.17891293,2.68,,0.93,0.91,5595.0
NY Vir b,2985.7,,,0.46,0.15,32780.0
Kepler-21 b,2.78582124,1.69,,1.16,1.73,6202.0
Kepler-323 b,1.6783263,1.57,,1.0,1.08,6015.0
Kepler-131 c,25.5169,0.84,8.25,1.02,1.03,5685.0
Kepler-1876 b,6.99205491,1.25,,1.27,2.17,6112.0
Kepler-107 e,14.74913518,3.07,,1.14,1.41,5851.0
Kepler-107 d,7.95825328,,,1.04,1.5,5805.0
Kepler-323 b,1.6783263,,,1.05,1.16,5840.45
TOI-1899 b,29.02,12.89,209.7678,0.63,0.61,3841.0
TOI-2180 b,260.15764,,,1.11,1.64,5695.0
HAT-P-12 b,,,,0.74,0.7,4652.87
TOI-2180 b,260.79,11.321,875.61726,1.11,1.64,5695.0
WASP-47 b,4.1591739,10.5,,,0.86,5427.0
K2-336 b,21.1976,1.33,,,0.77,
WASP-139 b,5.9242671,,,,,
TOI-270 d,11.379568,,,0.4,0.38,3386.0
K2-189 c,6.67773603,,,0.96,0.87,5468.0
EPIC 211822797 b,21.169619,2.2,,0.61,0.59,3880.0
HD 42813 b,13.63083,3.48,9.6,0.89,0.98,5289.0
K2-352 c,8.236486,2.0,,,0.92,5930.0
HAT-P-19 b,4.0087842,,,0.83,0.8,5007.0
K2-133 d,11.0248821,2.468,,,0.46,3798.0
K2-127 b,3.588165,8.66,,0.7,0.68,4387.84
K2-29 b,3.258813,11.38,,,0.81,
K2-273 b,11.722228,2.7,,,0.8,
K2-183 b,0.469287,1.46,,,0.98,
K2-18 c,8.962,,,0.36,0.41,3457.0
EPIC 211945201 b,19.491,,,1.16,1.36,6128.0
TOI-4010 c,5.41462349,6.614,,,0.88,4888.0
HAT-P-12 b,3.2130579,10.637,67.06213,0.73,0.7,4650.0
HAT-P-12 b,3.2130589,,,0.73,0.7,4559.0
HAT-P-12 b,3.2130598,,,0.73,0.7,4650.0
WASP-47 b,4.1591287,12.77,341.0,1.04,1.15,5576.0
K2-148 b,4.38393,0.701,,,0.37,
WASP-5 b,1.62842953,,,1.02,1.09,5735.75
HAT-P-60 b,4.7947813,18.282,182.43351,1.44,2.2,6212.0
Kepler-144 b,5.885,1.78,,1.13,1.49,6157.0
Kepler-430 b,35.968,3.25,,1.17,1.49,5884.0
Kepler-220 e,,1.273,,0.72,0.71,4500.0
Kepler-220 e,45.9027566,1.32,,0.73,0.69,4709.0
Kepler-55 e,4.61757445,,,0.69,0.72,4398.0
Kepler-55 b,27.9653169,,,0.69,0.72,4398.0
Kepler-55 c,42.12447819,,,0.69,0.72,4398.0
Proxima Cen b,11.186,,,0.12,0.14,3050.0
HD 73256 c,2690.0,,5085.25451,1.0,,
GJ 832 b,3657.0,,,0.45,,3472.0
Kepler-55 d,2.21111094,,,0.69,0.72,4398.0
Kepler-55 f,10.19852178,,,0.69,0.72,4398.0
Kepler-55 d,2.21111699,,,0.69,0.72,4398.0
Kepler-92 c,26.72428,2.6,,1.17,1.53,5883.0
KOI-351 e,91.94069,2.25,,1.14,1.07,6330.0
HD 5319 c,886.0,,,1.51,3.85,4958.0
HD 10442 b,1043.0,,,1.56,,5034.0
HD 5319 b,641.0,,,1.51,3.85,4958.0
GJ 3293 b,30.6,,,0.42,0.4,3466.0
Kepler-442 b,112.3053,1.34,,0.61,0.6,4402.0
GJ 832 b,3853.0,,314.65012,0.45,,
Kepler-55 f,,1.828,,,0.68,4503.0
Kepler-55 d,,1.939,,,0.68,4503.0
Kepler-55 b,,1.99,,,0.68,4503.0
Kepler-55 c,,1.938,,,0.68,4503.0
HD 113538 b,663.2,,,0.58,0.53,4462.0
Kepler-55 b,27.9537959,3.35,,0.65,0.66,4505.0
Kepler-55 e,4.61746693,1.51,,0.65,0.66,4505.0
Kepler-445 b,2.984151,1.58,,0.18,0.21,3157.0
Kepler-446 c,3.036179,1.11,,0.22,0.24,3359.0
Kepler-55 b,27.9541337,,,0.69,0.72,4398.0
Kepler-55 c,42.1406089,,,0.69,0.72,4398.0
Kepler-55 e,4.61749056,,,0.69,0.72,4398.0
Kepler-55 f,10.19849255,,,0.69,0.72,4398.0
Kepler-444 d,6.18940639,0.4,,0.62,0.59,5032.0
Kepler-65 c,5.86,2.61,26.6,1.27,1.42,
Kepler-55 b,27.9537959,3.35,,0.65,0.66,4505.0
Kepler-55 d,2.21111699,1.85,,0.71,0.65,4500.0
HD 216536 b,148.6,,,1.36,12.5,4639.0
Kepler-55 f,10.19851808,1.6,,0.65,0.66,4505.0
Kepler-55 d,2.21112285,1.69,,0.72,0.68,4508.0
Kepler-55 d,2.21112285,1.64,,0.65,0.66,4505.0
HD 208487 b,129.97,,,1.05,,
HD 1605 c,2111.0,,,1.31,3.8,4757.0
HD 67087 b,352.2,,,1.36,1.55,6330.0
Kepler-55 c,42.1412664,28.56,,0.72,0.68,4508.0
Kepler-55 e,4.61746693,1.54,,0.72,0.68,4508.0
Kepler-55 f,10.19851808,1.62,,0.72,0.68,4508.0
Kepler-1497 b,8.74199772,1.66,,0.96,0.95,5675.0
Kepler-55 b,27.9537959,3.46,,0.72,0.68,4508.0
Kepler-1501 b,14.5564533,1.56,,1.2,1.3,6229.0
Kepler-1308 b,2.10433812,0.52,,0.35,0.34,3468.0
Kepler-1310 b,0.67933627,1.44,,0.91,0.88,5549.0
Kepler-122 e,37.9963981,2.38,,1.08,1.15,6076.0
HD 4203 b,437.18,,,1.14,1.5,5625.06
HIP 79431 b,111.7,,,0.49,,3191.0
HD 4203 c,7400.0,,,1.14,1.5,5625.06
HD 4203 c,7053.0,,,1.13,,
HD 4203 c,6700.0,,,0.99,1.5,5582.0
Kepler-1544 b,168.811174,1.78,,0.81,0.74,4886.0
Kepler-1316 b,87.9732136,3.54,,1.04,1.12,5884.0
Kepler-1318 b,213.257663,3.11,,0.73,0.7,4598.0
Kepler-203 d,11.32975018,1.34,,1.0,1.03,5794.0
Kepler-1547 b,0.69297968,0.9,,1.12,1.18,6078.0
Kepler-292 e,11.978822,2.56,,0.85,0.81,5282.0
Kepler-298 c,22.92884482,2.27,,0.69,0.65,4612.0
Kepler-1323 b,0.92990668,1.52,,1.18,1.4,6169.0
Kepler-322 b,1.65389346,1.05,,0.92,0.88,5436.0
Kepler-326 b,2.24828854,1.31,,0.85,0.8,5148.0
Kepler-1202 b,28.6851324,2.94,,1.03,1.04,5834.0
Kepler-1338 b,0.93511806,0.92,,1.04,1.05,5909.0
Kepler-221 e,18.3697231,2.69,,0.87,0.82,5296.0
Kepler-265 d,43.1308082,2.23,,0.98,1.03,5883.0
Kepler-436 b,64.001151,2.63,,0.75,0.71,4685.0
Kepler-1583 b,9.32807355,0.6,,0.94,0.91,5645.0
Kepler-1586 b,15.6049212,1.52,,1.45,1.75,6681.0
Kepler-1589 b,0.99166527,1.09,,1.18,1.25,6166.0
Kepler-221 b,2.79589407,1.61,,0.87,0.82,5296.0
Kepler-1354 b,76.613377,2.97,,1.16,1.24,6168.0
Kepler-1357 b,3.0091324,1.28,,0.93,0.9,5597.0
Kepler-288 d,56.6388791,3.53,,1.03,1.02,5837.0
Kepler-1232 b,26.7839183,1.93,,0.92,0.89,5471.0
Kepler-1363 b,2.94194094,1.25,,0.76,0.72,4839.0
Kepler-1368 b,0.67564949,1.65,,1.07,1.08,5906.0
Kepler-544 b,21.41616926,2.12,,1.16,1.22,6206.0
Kepler-234 c,7.21204152,3.75,,1.11,1.15,6003.0
Kepler-168 c,13.1932092,3.71,,1.3,1.48,6364.0
Kepler-630 b,161.4743937,3.18,,1.02,1.04,5829.0
Kepler-735 b,11.51516988,2.95,,0.85,0.8,5107.0
Kepler-55 c,42.1412664,27.87,,0.65,0.66,4505.0
Kepler-55 c,42.1406089,1.85,,0.71,0.65,4500.0
Kepler-367 b,37.8156219,1.21,,0.81,0.74,4907.0
Kepler-1032 b,3.29011795,1.87,,0.77,0.71,4647.0
Kepler-974 b,4.19449651,1.57,,0.52,0.5,3687.0
Kepler-1070 b,6.2216147,1.73,,1.21,1.32,6261.0
Kepler-1142 b,18.3027248,1.47,,0.97,0.96,5685.0
Kepler-343 b,8.96848108,2.27,,1.08,1.3,5860.0
Kepler-1604 b,0.68368426,1.41,,0.81,0.76,4976.0
Kepler-1605 b,85.7565495,1.08,,0.86,0.82,5280.0
Kepler-1608 b,16.4735686,1.73,,0.75,0.72,4992.0
Kepler-386 c,25.1934467,1.87,,0.82,0.78,5098.0
Kepler-1375 b,3.3004192,1.74,,1.47,1.78,6704.0
Kepler-1378 b,11.95398936,2.2,,0.7,0.67,4407.0
Kepler-402 e,11.24283541,1.63,,1.15,1.24,6199.0
Kepler-1381 b,25.3842686,2.25,,0.96,0.94,5747.0
Kepler-1389 b,99.2530951,1.77,,0.81,0.74,5078.0
Kepler-1388 c,5.53608151,2.26,,0.63,0.61,4098.0
Kepler-1618 b,6.10826019,1.26,,1.41,1.65,6620.0
Kepler-1256 b,12.4127754,1.49,,1.17,1.36,6129.0
Kepler-1262 b,8.67900242,1.82,,0.99,0.98,5771.0
Kepler-261 c,24.57081569,2.17,,0.85,0.8,5144.0
Kepler-1408 b,2.99793191,0.89,,1.21,1.35,6170.0
Kepler-1623 b,4.36128348,1.31,,1.0,1.0,5772.0
Kepler-1267 b,13.0313945,3.01,,1.15,1.2,6096.0
Kepler-169 c,6.19543693,1.19,,0.84,0.78,5070.0
Kepler-172 d,14.62698952,2.25,,1.0,1.03,5599.0
Kepler-265 b,6.84619299,1.67,,0.98,1.03,5883.0
Kepler-1414 b,3.51576315,1.23,,0.8,0.75,4951.0
Kepler-1475 b,82.177374,2.92,,1.18,1.28,6214.0
Kepler-1279 b,23.4774101,1.75,,1.21,1.33,6221.0
Kepler-349 c,12.24764145,2.61,,1.12,1.2,6111.0
Kepler-350 d,26.1363511,2.68,,1.19,1.36,6222.0
Kepler-1492 b,16.75255007,1.49,,0.77,0.72,4712.0
Kepler-182 b,9.82578435,2.94,,1.16,1.23,6120.0
Kepler-185 b,1.63291885,1.12,,0.82,0.79,5132.0
Kepler-417 b,12.33090437,2.43,,0.84,0.8,5177.0
Kepler-1439 b,8.07392849,1.46,,0.46,0.43,3578.0
Kepler-1457 b,51.1110243,1.99,,1.01,1.01,5866.0
Kepler-370 b,4.57950946,1.47,,0.98,0.96,5702.0
Kepler-169 b,3.25058053,1.11,,0.84,0.78,5070.0
Kepler-292 c,3.71545391,1.59,,0.85,0.81,5282.0
NGC 2682 YBP 1194 b,6.959,,,1.01,,5780.0
NGC 2682 YBP 1514 b,5.118,,,0.96,,5725.0
NGC 2682 YBP 401 b,4.087,,,1.14,,6165.0
OGLE-2019-BLG-0468L b,,,1020.22919,0.92,,
GJ 3998 b,2.64977,,,0.5,0.49,3722.0
GJ 3998 c,13.74,,,0.5,0.49,3722.0
Kepler-226 c,5.34956788,,,0.92,0.89,5338.0
Kepler-601 b,5.37886294,,,0.86,0.78,5102.59
Kepler-709 b,16.08523449,,,0.86,0.73,5128.33
Kepler-710 b,4.34727172,,,1.01,1.4,5674.41
Kepler-672 b,38.37738997,,,0.97,0.96,5518.52
Kepler-154 d,20.5498079,,,1.03,1.05,5740.0
Kepler-117 b,18.79587256,,,1.15,1.66,6100.39
Kepler-184 b,10.68758769,,,0.95,0.87,5437.21
Kepler-713 b,7.41114851,,,1.05,1.08,5819.0
Kepler-605 b,3.38353535,,,0.95,0.85,5432.54
Kepler-170 c,16.6659163,,,0.96,1.04,5483.0
Kepler-79 b,13.48452939,,,1.24,1.35,6298.14
Kepler-528 b,19.7830344,,,0.99,1.28,5585.22
Kepler-533 b,28.51117196,,,0.73,0.77,4590.9
Kepler-808 b,0.63133235,1.46,,0.76,0.71,4653.0
Kepler-31 c,42.63416177,5.06,,1.08,1.2,6121.0
Kepler-1370 b,20.2641684,1.84,,1.19,1.29,6202.0
Kepler-124 d,30.9507608,1.32,,0.73,0.67,5133.0
Kepler-398 c,11.41945387,1.03,,0.72,0.67,4557.0
Kepler-445 b,2.98415347,3.1,,0.43,0.42,3369.0
Kepler-1535 b,138.9442,2.55,,1.08,1.11,6021.0
Kepler-1537 b,1.4444538,1.18,,0.81,0.77,5079.0
Kepler-365 c,17.7835598,1.55,,1.02,1.03,5812.0
Kepler-460 c,220.1303357,5.52,,1.17,1.26,6146.0
Kepler-1509 b,25.4338197,1.85,,1.0,0.99,5780.0
Kepler-1512 b,20.35972599,1.18,,0.73,0.67,4372.0
Kepler-320 c,17.9346563,1.97,,1.33,1.53,6453.0
Kepler-328 b,34.9176592,4.26,,1.24,1.36,6299.0
Kepler-1516 b,7.25931979,1.75,,1.04,1.07,5904.0
Kepler-1388 d,20.9568158,2.86,,0.63,0.61,4098.0
Kepler-452 b,384.843022,1.5,,1.03,1.06,5892.0
HD 221585 b,1173.0,,,1.19,,5620.0
HD 20782 b,597.065,,,1.02,1.09,5798.0
Kepler-167 c,7.406114,1.548,,0.77,0.73,4890.0
Kepler-167 c,7.406097,1.37,,,0.7,4796.0
Kepler-1133 b,11.55558875,,,0.93,0.91,5368.26
Kepler-167 c,,1.466,,,0.74,4868.0
Kepler-167 e,1071.23228,10.15,,0.77,0.73,4890.0
Kepler-167 e,,9.959,,,0.74,4868.0
Kepler-167 e,1071.23308,,,0.78,0.76,4826.67
Kepler-902 b,40.10982208,,,0.99,1.21,5588.0
Kepler-775 b,0.97487027,,,0.93,0.85,5362.23
Kepler-348 b,7.05676864,,,1.33,1.3,6503.59
Kepler-449 c,33.67249795,,,,,5649.18
Kepler-965 b,134.2522154,,,1.12,1.09,6022.29
Kepler-988 b,17.76076016,,,0.62,0.64,3961.0
Kepler-1241 b,18.55256483,,,0.89,0.84,5235.0
Kepler-1378 b,11.95397791,,,0.67,0.65,4262.0
Kepler-123 c,26.69527592,,,1.25,1.33,6338.0
Kepler-401 c,47.31848024,,,1.16,1.7,6132.0
Kepler-243 c,20.02618595,,,0.83,0.86,5020.0
Kepler-1389 b,99.25266792,,,0.8,0.75,4905.0
Kepler-443 b,177.67412892,,,0.75,0.79,4696.0
Kepler-250 d,17.64816096,,,0.83,0.78,5015.0
Kepler-1411 b,86.11573945,,,1.03,1.05,5761.0
Kepler-172 d,14.62677024,,,0.95,1.09,5429.0
Kepler-405 c,29.72728015,,,0.95,0.77,5431.0
